2026/08/18 20:47:49 Database: Menggunakan password terenkripsi (DB_PASSWORD_ENCRYPTED).
2026/08/18 20:47:49 Database TRACE_LEVEL=1: API Request Log Only (SQL Logging OFF)
2026/08/18 20:47:49 Database connection successfully established with optimized Connection Pool (Max 200 Conns).
=================================================================
🚀 LMS BACKEND v2.0 - SECURITY & RBAC ENFORCEMENT ACTIVE 🚀
=================================================================
2026/08/18 20:47:49 SECURITY CHECK: RBACRoleMenuMiddleware and AuthMiddleware loaded successfully.
2026/08/18 20:47:49 [LMS-API-LOG] Gin HTTP logger active (TRACE_LEVEL=1)
2026/08/18 20:47:49 [PRODUCT-CACHE] Cache diperbarui: 4 produk dimuat.
2026/08/18 20:47:49 Starting HTTPS server on port 8086 using cert ./sertifikat/lims.local+2.pem and key ./sertifikat/lims.local+2-key.pem
2026/08/18 20:47:49 [PPROF] Starting Go profiler server on http://localhost:6060/debug/pprof
[LMS-API-LOG] 2026/08/18 - 20:48:03 | 127.0.0.1 | 200 |        0,161 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,795 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,368 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,456 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       36,164 | <300ms | POST /api/applications/1787061014006975635/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,811 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,002 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,030 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,413 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,589 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,060 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,235 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,419 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,286 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        7,546 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,278 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       31,354 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       29,833 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,340 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       33,435 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,311 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       39,300 | <300ms | POST /api/applications/1787061013288887817/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,932 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       24,698 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,378 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,484 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,553 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,098 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,413 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,386 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       43,808 | <300ms | POST /api/applications/1787061014088276107/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,405 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,443 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,342 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,356 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,057 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,209 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,937 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,310 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,484 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,563 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       20,688 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,070 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,418 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,265 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       32,831 | <300ms | POST /api/applications/1787061013796696057/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,594 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,135 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       17,991 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,349 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,402 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |        2,016 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       28,734 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,302 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,392 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,846 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,882 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       38,176 | <300ms | POST /api/applications/1787061014196346386/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       56,269 | <300ms | POST /api/applications/1787061013796696057/disburse
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,481 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,788 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       17,560 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,349 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       27,028 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,515 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,748 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,330 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,481 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,937 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,428 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,381 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,395 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,633 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,085 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       59,149 | <300ms | POST /api/applications/1787061013318415031/disburse
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,086 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,775 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,093 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,431 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,093 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,768 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,453 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,613 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |        0,196 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,959 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |        6,406 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,261 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,305 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |        5,954 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,646 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,864 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,482 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,979 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,466 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |        0,229 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,608 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,137 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |       60,373 | <300ms | POST /api/applications/1787061012602979749/disburse
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,663 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,503 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       31,310 | <300ms | POST /api/applications/1787061014250568451/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,970 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,718 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |        0,106 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,247 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,477 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,810 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       33,775 | <300ms | POST /api/applications/1787061013895993783/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,314 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,214 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,379 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |       58,376 | <300ms | POST /api/applications/1787061011780226757/disburse
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,629 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,259 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,763 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,713 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,313 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,229 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:13 | 127.0.0.1 | 200 |        1,551 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,651 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,412 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,917 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,512 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,227 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,383 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       15,307 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,694 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,097 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,472 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       13,793 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,030 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,150 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,338 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       14,718 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,162 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,830 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       14,454 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,025 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,527 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,013 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,804 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,366 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,152 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,777 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       17,496 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,490 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,052 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,391 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,269 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,345 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,376 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,394 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,227 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,888 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,162 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,291 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,623 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        6,615 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       19,312 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,083 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       17,243 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,397 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,573 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,314 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,592 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,949 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,942 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,882 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,795 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,413 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       31,510 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,365 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,761 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       19,543 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,785 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,953 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,720 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       58,580 | <300ms | POST /api/applications/1787061014006975635/disburse
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       28,849 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,663 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       18,940 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       17,090 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       47,111 | <300ms | POST /api/applications/1787061014085257703/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       20,763 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,311 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,062 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       42,625 | <300ms | POST /api/applications/1787061014101024097/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,854 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       30,093 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,863 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       19,190 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        7,221 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       10,993 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       51,857 | <300ms | POST /api/applications/1787061014112958942/approve
[LMS-API-LOG] 2026/08/18 - 20:50:15 | 127.0.0.1 | 200 |       72,353 | <300ms | POST /api/applications/1787061014469263286/approve
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       10,742 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        1,288 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        4,380 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        9,507 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       63,606 | <300ms | POST /api/applications/1787061013288887817/disburse
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,098 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        3,458 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,450 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,017 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        5,316 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,493 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       27,657 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,419 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        0,282 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,119 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:15 | 127.0.0.1 | 201 |       18,944 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       18,892 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 201 |       18,183 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |        2,282 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:50:14 | 127.0.0.1 | 200 |       67,282 | <300ms | POST /api/applications/1787061014088276107/disburse
